lead_id,email,company_name,created_date,converted,deal_size,close_date,sales_cycle_days
CRM-00165,contact165@company15.com,Company 65,2025-07-02 23:24:28.945460,1,34900192.8,2025-09-06 23:24:28.945460,66.0
CRM-00166,contact166@company16.com,Company 66,2025-01-23 23:24:28.945460,1,312846970.0,2025-03-21 23:24:28.945460,57.0
CRM-00167,contact167@company17.com,Company 67,2025-01-31 23:24:28.945460,1,35606821.89,2025-05-02 23:24:28.945460,91.0
CRM-00168,contact168@company18.com,Company 68,2025-05-05 23:24:28.945460,0,0.0,,
CRM-00169,contact169@company19.com,Company 69,2024-05-20 23:24:28.945460,0,0.0,,
CRM-00170,contact170@company20.com,Company 70,2024-05-25 23:24:28.945460,0,0.0,,
CRM-00171,contact171@company21.com,Company 71,2025-05-29 23:24:28.945460,0,0.0,,
CRM-00172,contact172@company22.com,Company 72,2025-02-18 23:24:28.945460,0,0.0,,
CRM-00173,contact173@company23.com,Company 73,2024-11-13 23:24:28.945460,1,151156639.85,2024-12-18 23:24:28.945460,35.0
CRM-00174,contact174@company24.com,Company 74,2024-12-28 23:24:28.945460,0,0.0,,
CRM-00175,contact175@company25.com,Company 75,2024-05-04 23:24:28.945460,0,0.0,,
CRM-00176,contact176@company26.com,Company 76,2025-03-31 23:24:28.945460,1,26384050.57,2025-05-12 23:24:28.945460,42.0
CRM-00177,contact177@company27.com,Company 77,2024-04-06 23:24:28.945460,0,0.0,,
CRM-00178,contact178@company28.com,Company 78,2025-07-02 23:24:28.945460,0,0.0,,
CRM-00179,contact179@company29.com,Company 79,2025-06-23 23:24:28.945460,0,0.0,,
CRM-00180,contact180@company30.com,Company 80,2024-03-30 23:24:28.945460,0,0.0,,
CRM-00181,contact181@company31.com,Company 81,2024-04-19 23:24:28.945460,0,0.0,,
CRM-00182,contact182@company32.com,Company 82,2025-02-03 23:24:28.945460,1,26308220.34,2025-04-18 23:24:28.945460,74.0
CRM-00183,contact183@company33.com,Company 83,2024-04-11 23:24:28.945460,0,0.0,,
CRM-00184,contact184@company34.com,Company 84,2024-06-14 23:24:28.945460,1,29716517.16,2024-10-28 23:24:28.945460,136.0
CRM-00185,contact185@company35.com,Company 85,2024-10-28 23:24:28.945460,1,43306430.95,2025-01-04 23:24:28.945460,68.0
CRM-00186,contact186@company36.com,Company 86,2025-06-24 23:24:28.945460,1,59988194.63,2025-08-04 23:24:28.945460,41.0
CRM-00187,contact187@company37.com,Company 87,2024-03-22 23:24:28.945460,1,58717579.13,2024-05-03 23:24:28.945460,42.0
CRM-00188,contact188@company38.com,Company 88,2025-10-22 23:24:28.945460,0,0.0,,
CRM-00189,contact189@company39.com,Company 89,2024-10-03 23:24:28.945460,0,0.0,,
CRM-00190,contact190@company40.com,Company 90,2024-11-27 23:24:28.945460,0,0.0,,
CRM-00191,contact191@company41.com,Company 91,2024-07-28 23:24:28.945460,1,78793124.33,2024-11-04 23:24:28.945460,99.0
CRM-00192,contact192@company42.com,Company 92,2025-05-20 23:24:28.945460,0,0.0,,
CRM-00193,contact193@company43.com,Company 93,2024-09-20 23:24:28.945460,1,486944614.64,2024-12-21 23:24:28.945460,92.0
CRM-00194,contact194@company44.com,Company 94,2025-01-22 23:24:28.945460,0,0.0,,
CRM-00195,contact195@company45.com,Company 95,2025-01-21 23:24:28.945460,1,91538072.77,2025-07-17 23:24:28.945460,177.0
CRM-00196,contact196@company46.com,Company 96,2025-10-22 23:24:28.945460,0,0.0,,
CRM-00197,contact197@company47.com,Company 97,2024-06-09 23:24:28.945460,1,81807509.77,2024-07-25 23:24:28.945460,46.0
CRM-00198,contact198@company48.com,Company 98,2024-05-28 23:24:28.945460,0,0.0,,
CRM-00199,contact199@company49.com,Company 99,2025-11-23 23:24:28.945460,0,0.0,,
CRM-00200,contact200@company0.com,Company 0,2024-03-15 23:24:28.945460,0,0.0,,
CRM-00201,contact201@company1.com,Company 1,2025-10-22 23:24:28.945460,1,410233732.87,2026-03-25 23:24:28.945460,154.0
CRM-00202,contact202@company2.com,Company 2,2026-02-10 23:24:28.945460,0,0.0,,
CRM-00203,contact203@company3.com,Company 3,2024-05-11 23:24:28.945460,1,14945280.87,2024-07-12 23:24:28.945460,62.0
CRM-00204,contact204@company4.com,Company 4,2025-07-07 23:24:28.945460,0,0.0,,
CRM-00205,contact205@company5.com,Company 5,2024-07-26 23:24:28.945460,0,0.0,,
CRM-00206,contact206@company6.com,Company 6,2025-07-02 23:24:28.945460,0,0.0,,
CRM-00207,contact207@company7.com,Company 7,2025-01-23 23:24:28.945460,0,0.0,,
CRM-00208,contact208@company8.com,Company 8,2025-01-05 23:24:28.945460,0,0.0,,
CRM-00209,contact209@company9.com,Company 9,2024-05-15 23:24:28.945460,1,8301211.49,2024-10-10 23:24:28.945460,148.0
CRM-00210,contact210@company10.com,Company 10,2025-10-05 23:24:28.945460,0,0.0,,
CRM-00211,contact211@company11.com,Company 11,2025-12-21 23:24:28.945460,0,0.0,,
CRM-00212,contact212@company12.com,Company 12,2024-03-30 23:24:28.945460,0,0.0,,
CRM-00213,contact213@company13.com,Company 13,2024-04-11 23:24:28.945460,0,0.0,,
CRM-00214,contact214@company14.com,Company 14,2024-12-23 23:24:28.945460,1,29340133.86,2025-02-17 23:24:28.945460,56.0
CRM-00215,contact215@company15.com,Company 15,2025-06-10 23:24:28.945460,0,0.0,,
CRM-00216,contact216@company16.com,Company 16,2024-11-30 23:24:28.945460,0,0.0,,
CRM-00217,contact217@company17.com,Company 17,2025-07-24 23:24:28.945460,1,60901208.24,2025-12-01 23:24:28.945460,130.0
CRM-00218,contact218@company18.com,Company 18,2025-08-12 23:24:28.945460,0,0.0,,
CRM-00219,contact219@company19.com,Company 19,2025-10-12 23:24:28.945460,0,0.0,,
CRM-00220,contact220@company20.com,Company 20,2025-01-07 23:24:28.945460,1,48628701.28,2025-06-16 23:24:28.945460,160.0
CRM-00221,contact221@company21.com,Company 21,2025-04-24 23:24:28.945460,0,0.0,,
CRM-00222,contact222@company22.com,Company 22,2025-05-08 23:24:28.945460,0,0.0,,
CRM-00223,contact223@company23.com,Company 23,2024-06-12 23:24:28.945460,0,0.0,,
CRM-00224,contact224@company24.com,Company 24,2025-07-29 23:24:28.945460,0,0.0,,
CRM-00225,contact225@company25.com,Company 25,2024-09-19 23:24:28.945460,1,58883838.92,2024-11-05 23:24:28.945460,47.0
CRM-00226,contact226@company26.com,Company 26,2025-09-21 23:24:28.945460,0,0.0,,
CRM-00227,contact227@company27.com,Company 27,2024-06-13 23:24:28.945460,0,0.0,,
CRM-00228,contact228@company28.com,Company 28,2025-07-26 23:24:28.945460,0,0.0,,
CRM-00229,contact229@company29.com,Company 29,2025-10-11 23:24:28.945460,1,83102984.92,2026-04-03 23:24:28.945460,174.0
CRM-00230,contact230@company30.com,Company 30,2025-08-09 23:24:28.945460,1,30019828.88,2025-10-27 23:24:28.945460,79.0
CRM-00231,contact231@company31.com,Company 31,2025-03-23 23:24:28.945460,0,0.0,,
CRM-00232,contact232@company32.com,Company 32,2024-11-05 23:24:28.945460,0,0.0,,
CRM-00233,contact233@company33.com,Company 33,2025-02-28 23:24:28.945460,1,8743188.15,2025-04-22 23:24:28.945460,53.0
CRM-00234,contact234@company34.com,Company 34,2024-04-23 23:24:28.945460,0,0.0,,
CRM-00235,contact235@company35.com,Company 35,2025-01-05 23:24:28.945460,0,0.0,,
CRM-00236,contact236@company36.com,Company 36,2025-03-03 23:24:28.945460,0,0.0,,
CRM-00237,contact237@company37.com,Company 37,2024-09-19 23:24:28.945460,0,0.0,,
CRM-00238,contact238@company38.com,Company 38,2025-09-18 23:24:28.945460,1,56952537.59,2025-10-26 23:24:28.945460,38.0
CRM-00239,contact239@company39.com,Company 39,2025-09-17 23:24:28.945460,1,14634259.2,2025-12-18 23:24:28.945460,92.0
CRM-00240,contact240@company40.com,Company 40,2024-10-11 23:24:28.945460,0,0.0,,
CRM-00241,contact241@company41.com,Company 41,2024-05-13 23:24:28.945460,0,0.0,,
CRM-00242,contact242@company42.com,Company 42,2024-08-10 23:24:28.945460,0,0.0,,
CRM-00243,contact243@company43.com,Company 43,2025-03-11 23:24:28.945460,0,0.0,,
CRM-00244,contact244@company44.com,Company 44,2024-05-12 23:24:28.945460,0,0.0,,
CRM-00245,contact245@company45.com,Company 45,2024-10-27 23:24:28.945460,1,382845641.01,2025-02-15 23:24:28.945460,111.0
CRM-00246,contact246@company46.com,Company 46,2025-09-14 23:24:28.945460,0,0.0,,
CRM-00247,contact247@company47.com,Company 47,2024-12-24 23:24:28.945460,0,0.0,,
CRM-00248,contact248@company48.com,Company 48,2025-04-20 23:24:28.945460,0,0.0,,
CRM-00249,contact249@company49.com,Company 49,2024-06-11 23:24:28.945460,0,0.0,,
CRM-00250,contact250@company0.com,Company 50,2025-05-25 23:24:28.945460,0,0.0,,
CRM-00251,contact251@company1.com,Company 51,2025-09-21 23:24:28.945460,0,0.0,,
CRM-00252,contact252@company2.com,Company 52,2025-03-03 23:24:28.945460,1,22877923.51,2025-06-28 23:24:28.945460,117.0
CRM-00253,contact253@company3.com,Company 53,2024-05-29 23:24:28.945460,1,44148511.67,2024-09-15 23:24:28.945460,109.0
CRM-00254,contact254@company4.com,Company 54,2024-07-20 23:24:28.945460,0,0.0,,
CRM-00255,contact255@company5.com,Company 55,2026-02-10 23:24:28.945460,1,12159263.83,2026-06-16 23:24:28.945460,126.0
CRM-00256,contact256@company6.com,Company 56,2025-04-14 23:24:28.945460,0,0.0,,
CRM-00257,contact257@company7.com,Company 57,2025-06-03 23:24:28.945460,1,26290860.33,2025-10-26 23:24:28.945460,145.0
CRM-00258,contact258@company8.com,Company 58,2024-05-01 23:24:28.945460,0,0.0,,
CRM-00259,contact259@company9.com,Company 59,2024-11-16 23:24:28.945460,0,0.0,,
CRM-00260,contact260@company10.com,Company 60,2026-01-06 23:24:28.945460,0,0.0,,
CRM-00261,contact261@company11.com,Company 61,2025-09-05 23:24:28.945460,1,32749201.71,2026-02-03 23:24:28.945460,151.0
CRM-00262,contact262@company12.com,Company 62,2026-02-03 23:24:28.945460,0,0.0,,
CRM-00263,contact263@company13.com,Company 63,2025-06-24 23:24:28.945460,1,194702206.46,2025-12-04 23:24:28.945460,163.0
CRM-00264,contact264@company14.com,Company 64,2025-11-05 23:24:28.945460,0,0.0,,
CRM-00265,contact265@company15.com,Company 65,2024-04-24 23:24:28.945460,0,0.0,,
CRM-00266,contact266@company16.com,Company 66,2025-07-19 23:24:28.945460,0,0.0,,
CRM-00267,contact267@company17.com,Company 67,2025-10-04 23:24:28.945460,0,0.0,,
CRM-00268,contact268@company18.com,Company 68,2025-01-04 23:24:28.945460,0,0.0,,
CRM-00269,contact269@company19.com,Company 69,2025-09-13 23:24:28.945460,0,0.0,,
CRM-00270,contact270@company20.com,Company 70,2025-12-20 23:24:28.945460,0,0.0,,
CRM-00271,contact271@company21.com,Company 71,2025-10-15 23:24:28.945460,0,0.0,,
CRM-00272,contact272@company22.com,Company 72,2024-04-10 23:24:28.945460,0,0.0,,
CRM-00273,contact273@company23.com,Company 73,2024-05-25 23:24:28.945460,0,0.0,,
CRM-00274,contact274@company24.com,Company 74,2024-07-05 23:24:28.945460,0,0.0,,
CRM-00275,contact275@company25.com,Company 75,2024-05-28 23:24:28.945460,0,0.0,,
